0099 (02/04/1995) 02 09 17 66 76
0100 (06/04/1995) 33 36 56 58 60
0101 (09/04/1995) 12 27 28 30 36
0102 (16/04/1995) 05 23 50 65 67
0103 (23/04/1995) 12 16 53 64 66
0104 (27/04/1995) 20 30 36 48 53
0105 (30/04/1995) 03 07 45 46 65
0106 (07/05/1995) 20 21 43 45 67
0107 (11/05/1995) 02 03 30 39 72
0108 (14/05/1995) 01 19 50 52 54
0109 (18/05/1995) 01 21 27 48 78
0110 (21/05/1995) 01 19 27 36 57
0111 (25/05/1995) 15 42 54 68 76
0112 (28/05/1995) 31 41 75 76 79
0113 (01/06/1995) 12 14 42 61 69
0114 (04/06/1995) 10 20 44 58 65
0115 (08/06/1995) 02 21 38 54 73
0116 (11/06/1995) 16 20 34 56 57
0117 (18/06/1995) 07 11 24 42 49
0118 (22/06/1995) 14 23 26 56 77
0119 (25/06/1995) 02 16 19 26 27
0120 (29/06/1995) 07 39 48 58 62
0121 (02/07/1995) 19 22 53 69 77
0122 (06/07/1995) 02 08 12 53 54
0123 (09/07/1995) 08 20 64 68 73
0124 (13/07/1995) 10 11 12 23 37
0125 (16/07/1995) 10 13 22 50 66
0126 (20/07/1995) 04 12 63 78 80
0127 (23/07/1995) 14 18 59 60 64
0128 (27/07/1995) 17 24 47 49 66
0129 (30/07/1995) 05 09 12 23 71
0130 (02/08/1995) 18 34 38 40 43
0131 (06/08/1995) 13 32 56 73 74
0132 (10/08/1995) 19 25 63 74 77
0133 (13/08/1995) 13 18 43 47 53
0134 (17/08/1995) 10 28 60 62 74
0135 (20/08/1995) 02 53 57 62 64
0136 (24/08/1995) 09 19 24 59 61
0137 (28/08/1995) 13 14 37 66 75
0138 (31/08/1995) 13 23 37 56 80
0139 (03/09/1995) 14 52 54 65 77
0140 (10/09/1995) 32 43 50 57 75
0141 (14/09/1995) 06 51 53 54 57
0142 (17/09/1995) 15 21 56 79 80
0143 (21/09/1995) 14 27 39 48 61
0144 (24/09/1995) 16 24 42 71 75
0145 (28/09/1995) 02 08 40 55 60
0146 (01/10/1995) 12 18 21 31 69
0147 (05/10/1995) 01 18 52 67 72
0148 (08/10/1995) 32 33 43 46 52
0149 (15/10/1995) 08 16 18 22 73
0150 (19/10/1995) 12 24 26 39 40
0151 (22/10/1995) 22 23 42 54 65
0152 (26/10/1995) 05 14 31 38 75
0153 (29/10/1995) 02 10 11 15 66
0154 (05/11/1995) 05 09 41 64 67
0155 (09/11/1995) 12 30 48 70 75
0156 (12/11/1995) 07 12 29 54 55
0157 (19/11/1995) 42 50 52 66 72
0158 (23/11/1995) 02 27 35 44 55
0159 (26/11/1995) 04 11 24 25 32
0160 (30/11/1995) 08 25 42 60 63
0161 (03/12/1995) 13 29 41 61 74
0162 (07/12/1995) 20 25 57 67 78
0163 (10/12/1995) 09 14 16 52 71
0164 (14/12/1995) 07 09 19 45 80
0165 (17/12/1995) 12 21 27 45 75
0166 (21/12/1995) 02 31 41 43 44
0167 (26/12/1995) 20 33 62 63 69
0168 (02/01/1996) 15 26 30 44 69
0169 (07/01/1996) 03 15 30 56 72
0170 (11/01/1996) 18 22 27 74 75
0171 (14/01/1996) 12 18 37 47 56
0172 (18/01/1996) 37 38 57 67 79
0173 (21/01/1996) 22 29 34 42 51
0174 (25/01/1996) 11 16 23 44 48
0175 (28/01/1996) 29 60 64 72 79
0176 (01/02/1996) 01 27 29 36 73
0177 (04/02/1996) 09 33 48 67 73
0178 (08/02/1996) 05 14 15 66 68
0179 (11/02/1996) 30 60 65 68 75
0180 (15/02/1996) 01 20 23 25 49
0181 (18/02/1996) 06 21 31 37 64
0182 (25/02/1996) 09 44 46 57 59
0183 (29/02/1996) 20 33 48 69 70
0184 (03/03/1996) 22 29 38 58 62
0185 (07/03/1996) 09 24 28 31 45
0186 (10/03/1996) 06 20 21 46 63
0187 (14/03/1996) 02 43 45 64 68
0188 (17/03/1996) 28 43 56 57 77
0189 (21/03/1996) 01 05 52 53 71
0190 (24/03/1996) 21 29 46 59 76
0191 (28/03/1996) 04 07 19 35 56
0192 (31/03/1996) 16 37 54 68 77
0193 (07/04/1996) 12 13 51 67 73
0194 (11/04/1996) 14 19 32 37 45
0195 (14/04/1996) 08 23 50 65 73
0196 (18/04/1996) 10 27 30 72 78
0197 (21/04/1996) 03 27 30 33 59
0198 (25/04/1996) 06 14 18 71 73
0199 (28/04/1996) 03 31 47 77 79
0200 (05/05/1996) 19 21 64 70 72
0201 (09/05/1996) 07 71 73 76 79
0202 (12/05/1996) 06 37 43 61 62
0203 (16/05/1996) 03 13 17 47 60
0204 (19/05/1996) 07 11 21 51 58
0205 (23/05/1996) 04 09 31 40 58
0206 (26/05/1996) 01 10 36 62 64
0207 (30/05/1996) 05 07 12 16 66
0208 (02/06/1996) 03 24 48 52 71
0209 (09/06/1996) 26 37 61 67 71
0210 (13/06/1996) 10 14 32 53 61
0211 (16/06/1996) 03 11 19 31 39
0212 (20/06/1996) 38 46 50 65 69
0213 (23/06/1996) 05 13 14 34 63
0214 (27/06/1996) 10 19 24 34 72
0215 (30/06/1996) 37 46 49 62 73
0216 (04/07/1996) 31 32 34 54 59
0217 (07/07/1996) 08 41 56 65 74
0218 (11/07/1996) 17 26 31 33 63
0219 (14/07/1996) 03 19 32 59 63
0220 (18/07/1996) 19 35 38 39 78
0221 (21/07/1996) 45 69 72 77 79
0222 (25/07/1996) 03 24 27 58 69
0223 (28/07/1996) 10 21 43 64 68
0224 (01/08/1996) 18 41 58 62 73
0225 (04/08/1996) 16 34 37 42 70
0226 (08/08/1996) 17 24 50 56 66
0227 (11/08/1996) 19 23 32 38 61
0228 (15/08/1996) 12 23 50 52 55
0229 (18/08/1996) 07 60 62 67 74
0230 (22/08/1996) 14 27 41 68 78
0231 (25/08/1996) 03 28 41 58 75
0232 (29/08/1996) 27 34 35 42 62
0233 (01/09/1996) 49 55 56 68 71
0234 (05/09/1996) 27 29 34 64 73
0235 (08/09/1996) 17 27 35 54 76
0236 (12/09/1996) 14 26 51 55 64
0237 (15/09/1996) 14 26 36 37 69
0238 (19/09/1996) 25 27 55 61 69
0239 (22/09/1996) 17 60 67 74 75
0240 (26/09/1996) 30 35 49 51 69
0241 (29/09/1996) 02 16 32 63 67
0242 (06/10/1996) 22 34 36 42 62
0243 (10/10/1996) 02 04 55 60 65
0244 (13/10/1996) 05 08 31 32 41
0245 (17/10/1996) 16 25 27 28 69
0246 (20/10/1996) 22 61 63 66 80
0247 (24/10/1996) 03 05 22 30 60
0248 (27/10/1996) 05 50 56 60 62
0249 (31/10/1996) 09 50 63 67 76
0250 (03/11/1996) 43 51 75 79 80
0251 (07/11/1996) 20 37 46 61 74
0252 (10/11/1996) 08 14 43 65 76
0253 (17/11/1996) 07 21 54 62 77
0254 (21/11/1996) 21 38 52 60 66
0255 (24/11/1996) 11 46 55 75 78
0256 (28/11/1996) 04 06 18 40 74
0257 (01/12/1996) 24 26 37 48 71
0258 (05/12/1996) 03 35 39 63 69
0259 (08/12/1996) 06 21 22 52 74
0260 (12/12/1996) 16 19 21 23 32
0261 (15/12/1996) 02 10 29 33 54
0262 (19/12/1996) 13 61 65 67 79
0263 (22/12/1996) 32 63 66 76 77
0264 (29/12/1996) 23 25 29 52 55
0265 (05/01/1997) 26 37 39 66 71
0266 (09/01/1997) 21 28 51 65 69
0267 (12/01/1997) 08 27 44 66 75
0268 (16/01/1997) 39 51 57 75 76
0269 (19/01/1997) 07 22 23 50 76
0270 (23/01/1997) 14 21 33 34 45
0271 (26/01/1997) 03 11 24 54 65
0272 (30/01/1997) 03 14 22 32 41
0273 (02/02/1997) 13 15 25 39 44
0274 (06/02/1997) 15 52 55 62 79
0275 (09/02/1997) 13 22 29 68 72
0276 (16/02/1997) 13 17 23 49 71
0277 (20/02/1997) 26 32 38 68 72
0278 (23/02/1997) 05 10 21 51 58
0279 (27/02/1997) 02 20 39 53 60
0280 (02/03/1997) 16 18 46 56 80
0281 (06/03/1997) 23 41 46 53 71
0282 (09/03/1997) 20 48 50 75 76
0283 (13/03/1997) 25 46 52 61 74
0284 (16/03/1997) 09 23 56 64 73
0285 (20/03/1997) 07 13 37 56 64
0286 (23/03/1997) 02 18 64 67 77
0287 (30/03/1997) 11 28 60 61 71
0288 (03/04/1997) 02 13 27 78 80
0289 (06/04/1997) 04 69 70 72 80
0290 (10/04/1997) 05 06 55 70 73
0291 (13/04/1997) 05 34 45 49 58
0292 (17/04/1997) 04 42 67 74 75
0293 (20/04/1997) 04 41 49 55 80
0294 (27/04/1997) 17 20 43 68 74
0295 (04/05/1997) 10 20 29 65 76
0296 (08/05/1997) 01 21 50 55 68
0297 (11/05/1997) 25 52 53 58 78
0298 (15/05/1997) 06 17 31 40 66
0299 (18/05/1997) 11 25 29 52 53
0300 (22/05/1997) 08 19 20 28 34
0301 (25/05/1997) 44 46 53 59 65
0302 (01/06/1997) 07 30 51 52 69
0303 (05/06/1997) 28 48 50 64 71
0304 (08/06/1997) 03 22 42 71 79
0305 (12/06/1997) 06 16 31 36 53
0306 (15/06/1997) 09 28 34 40 42
0307 (19/06/1997) 10 27 29 61 66
0308 (22/06/1997) 13 14 16 21 69
0309 (26/06/1997) 16 26 37 40 62
0310 (29/06/1997) 01 14 49 71 74
0311 (03/07/1997) 29 46 53 63 68
0312 (06/07/1997) 06 29 36 44 68
0313 (10/07/1997) 28 30 54 67 74
0314 (13/07/1997) 07 10 18 57 74
0315 (17/07/1997) 12 19 33 44 67
0316 (20/07/1997) 27 28 50 65 76
0317 (24/07/1997) 02 08 36 45 64
0318 (27/07/1997) 22 26 34 39 40
0319 (31/07/1997) 01 21 33 39 48
0320 (03/08/1997) 03 04 07 14 39
0321 (07/08/1997) 18 21 23 54 74
0322 (10/08/1997) 10 25 33 43 68
0323 (14/08/1997) 32 34 52 68 73
0324 (17/08/1997) 42 56 61 76 79
0325 (21/08/1997) 02 07 09 27 59
0326 (24/08/1997) 05 06 12 50 61
0327 (28/08/1997) 03 10 35 47 59
0328 (31/08/1997) 17 23 52 70 71
0329 (04/09/1997) 07 12 36 39 50
0330 (07/09/1997) 06 07 09 36 45
0331 (11/09/1997) 53 57 62 70 78
0332 (14/09/1997) 24 25 34 50 65
0333 (19/09/1997) 01 03 18 46 64
0334 (21/09/1997) 15 20 23 78 79
0335 (25/09/1997) 09 16 20 34 53
0336 (28/09/1997) 42 54 55 70 74
0337 (02/10/1997) 01 20 40 42 75
0338 (05/10/1997) 03 07 10 23 43
0339 (09/10/1997) 02 03 45 49 60
0340 (12/10/1997) 04 06 35 64 65
0341 (16/10/1997) 27 32 54 57 80
0342 (19/10/1997) 01 09 51 59 74
0343 (23/10/1997) 13 16 18 21 36
0344 (26/10/1997) 04 27 44 61 71
0345 (30/10/1997) 21 22 40 51 74
0346 (02/11/1997) 14 35 53 64 77
0347 (06/11/1997) 16 25 27 33 74
0348 (09/11/1997) 14 22 24 59 72
0349 (13/11/1997) 15 23 25 29 71
0350 (16/11/1997) 06 18 42 56 72
0351 (20/11/1997) 12 36 38 50 53
0352 (23/11/1997) 02 28 51 53 77
0353 (27/11/1997) 01 21 46 56 79
0354 (30/11/1997) 03 16 32 37 50
0355 (04/12/1997) 08 22 48 59 76
0356 (07/12/1997) 18 35 37 50 54
0357 (11/12/1997) 03 33 44 77 78
0358 (14/12/1997) 11 29 42 63 72
0359 (18/12/1997) 12 33 51 60 80
0360 (21/12/1997) 11 46 49 60 71
0361 (28/12/1997) 20 40 59 68 80
0362 (04/01/1998) 17 50 69 73 76
0363 (08/01/1998) 17 31 51 60 74
0364 (11/01/1998) 03 25 30 32 62
0365 (15/01/1998) 10 31 37 61 74
0366 (18/01/1998) 07 10 32 54 59
0367 (22/01/1998) 41 58 61 66 80
0368 (25/01/1998) 06 11 43 46 58
0369 (29/01/1998) 06 28 32 51 80
0370 (01/02/1998) 12 14 26 27 75
0371 (05/02/1998) 09 30 38 56 76
0372 (08/02/1998) 01 12 49 55 76
0373 (12/02/1998) 16 26 36 41 78
0374 (15/02/1998) 27 44 45 56 71
0375 (19/02/1998) 02 12 14 16 29
0376 (22/02/1998) 01 17 47 68 71
0377 (01/03/1998) 04 19 48 76 80
0378 (05/03/1998) 05 16 34 40 73
0379 (08/03/1998) 11 29 36 38 67
0380 (12/03/1997) 01 07 28 48 73
0381 (15/03/1998) 07 15 45 53 66
0382 (19/03/1998) 04 17 19 51 62
0383 (22/03/1998) 01 02 04 06 28
0384 (26/03/1998) 36 50 55 58 75
0385 (29/03/1998) 18 29 35 63 68
0386 (31/03/1998) 15 17 18 25 44
0387 (02/04/1998) 26 32 45 62 77
0388 (04/04/1998) 17 36 67 69 77
0389 (07/04/1998) 25 38 57 69 78
0390 (11/04/1998) 19 30 35 48 76
0391 (14/04/1998) 20 43 47 62 74
0392 (16/04/1998) 11 17 26 48 56
0393 (18/04/1998) 17 37 53 71 76
0394 (23/04/1998) 01 06 38 65 70
0395 (25/04/1998) 31 34 36 58 62
0396 (28/04/1998) 21 23 37 69 73
0397 (30/04/1998) 27 38 48 58 75
0398 (02/05/1998) 11 12 17 57 74
0399 (05/05/1998) 09 27 38 48 57
0400 (07/05/1998) 56 59 65 70 71
0401 (09/05/1998) 01 07 09 39 80
0402 (12/05/1998) 38 57 66 72 77
0403 (14/05/1998) 01 14 42 44 56
0404 (16/05/1998) 04 08 52 59 67
0405 (19/05/1998) 05 19 43 77 80
0406 (21/05/1998) 03 35 40 61 77
0407 (23/05/1998) 16 29 44 57 70
0408 (26/05/1998) 04 05 14 28 40
0409 (28/05/1998) 03 26 63 74 76
0410 (30/05/1998) 07 08 17 47 55
0411 (02/06/1998) 09 12 52 65 78
0412 (04/06/1998) 01 20 44 66 77
0413 (06/06/1998) 24 40 52 57 62
0414 (09/06/1998) 02 12 20 47 55
0415 (13/06/1998) 15 26 51 58 65
0416 (16/06/1998) 47 52 53 71 78
0417 (18/06/1998) 11 25 40 48 73
0418 (20/06/1998) 34 39 47 75 76
0419 (23/06/1998) 21 23 37 50 55
0420 (25/06/1998) 38 44 46 72 80
0421 (27/06/1998) 24 41 52 56 76
0422 (30/06/1998) 37 44 54 62 64
0423 (02/07/1998) 17 39 48 56 75
0424 (04/07/1998) 05 06 22 28 31
0425 (07/07/1998) 01 21 28 44 48
0426 (09/07/1998) 05 13 26 54 67
0427 (11/07/1998) 15 24 30 57 67
0428 (14/07/1998) 05 20 27 70 80
0429 (16/07/1998) 02 39 41 51 73
0430 (18/07/1998) 19 52 57 74 79
0431 (21/07/1998) 06 35 50 57 58
0432 (23/07/1998) 27 33 37 53 60
0433 (25/07/1998) 20 22 38 45 53
0434 (28/07/1998) 23 30 36 39 40
0435 (30/07/1998) 20 30 34 35 65
0436 (01/08/1998) 31 38 43 44 79
0437 (04/08/1998) 15 30 31 49 52
0438 (06/08/1998) 12 27 46 48 79
0439 (08/08/1998) 10 21 52 58 64
0440 (11/08/1998) 35 64 66 70 79
0441 (13/08/1998) 13 33 60 75 76
0442 (15/08/1998) 02 52 53 70 77
0443 (18/08/1998) 03 50 66 67 70
0444 (20/08/1998) 13 32 53 60 69
0445 (22/08/1998) 08 38 39 46 76
0446 (25/08/1998) 23 42 50 61 80
0447 (27/08/1998) 12 14 16 43 44
0448 (29/08/1998) 12 25 27 34 76
0449 (01/09/1998) 13 19 34 54 73
0450 (03/09/1998) 13 35 48 49 53
0451 (05/09/1998) 21 32 48 54 61
0452 (10/09/1998) 12 51 54 60 61
0453 (12/09/1998) 18 44 66 74 75
0454 (15/09/1998) 19 30 40 60 75
0455 (17/09/1998) 07 16 49 52 73
0456 (19/09/1998) 18 47 70 74 80
0457 (22/09/1998) 01 13 31 49 56
0458 (24/09/1998) 21 29 40 62 73
0459 (26/09/1998) 08 19 30 33 49
0460 (29/09/1998) 15 52 61 67 68
0461 (01/10/1998) 09 48 51 65 80
0462 (03/10/1998) 12 30 44 50 79
0463 (06/10/1998) 05 33 43 53 67
0464 (08/10/1998) 09 18 29 69 80
0465 (10/10/1998) 10 37 41 47 78
0466 (15/10/1998) 04 08 18 19 31
0467 (17/10/1998) 19 31 35 60 79
0468 (20/10/1998) 06 09 49 57 77
0469 (22/10/1998) 07 10 59 65 79
0470 (24/10/1998) 18 28 30 45 70
0471 (27/10/1998) 18 21 32 38 54
0472 (29/10/1998) 24 57 67 69 77
0473 (31/10/1998) 30 49 56 57 74
0474 (05/11/1998) 12 22 27 28 77
0475 (07/11/1998) 03 11 32 37 53
0476 (10/11/1998) 12 16 49 56 67
0477 (12/11/1998) 04 18 27 38 47
0478 (14/11/1998) 08 14 28 63 64
0479 (17/11/1998) 10 15 17 63 67
0480 (19/11/1998) 31 33 48 68 80
0481 (21/11/1998) 22 25 45 56 72
0482 (24/11/1998) 03 05 26 38 62
0483 (26/11/1998) 19 20 25 52 55
0484 (28/11/1998) 27 37 56 66 68
0485 (01/12/1998) 03 11 52 56 59
0486 (03/12/1998) 14 25 32 53 67
0487 (05/12/1998) 16 40 55 64 70
0488 (08/12/1998) 03 24 53 56 63
0489 (10/12/1998) 01 36 38 41 74
0490 (12/12/1998) 07 17 29 42 43
0491 (15/12/1998) 03 10 14 21 64
0492 (17/12/1998) 02 28 43 44 64
0493 (19/12/1998) 07 10 11 39 47
0494 (22/12/1998) 27 38 44 65 70
0495 (24/12/1998) 06 23 25 33 38
0496 (29/12/1998) 09 11 28 39 47
0497 (31/12/1998) 06 13 29 48 76
0498 (05/01/1999) 03 14 20 39 68
0499 (07/01/1999) 05 09 50 51 73
0500 (09/01/1999) 09 18 38 71 73
0501 (12/01/1999) 24 32 51 61 63
0502 (14/01/1999) 11 35 45 50 64
0503 (16/01/1999) 02 18 23 54 73
0504 (19/01/1999) 03 07 26 66 79
0505 (21/01/1999) 09 30 52 59 75
0506 (23/01/1999) 16 29 62 64 73
0507 (26/01/1999) 01 26 64 68 73
0508 (28/01/1999) 07 22 28 41 53
0509 (30/01/1999) 05 14 15 25 73
0510 (02/02/1999) 04 05 18 58 72
0511 (04/02/1999) 07 15 19 34 52
0512 (06/02/1999) 06 40 56 66 71
0513 (09/02/1999) 15 27 31 56 63
0514 (11/02/1999) 01 09 27 69 78
0515 (13/02/1999) 06 21 33 34 75
0516 (18/02/1999) 05 47 54 63 72
0517 (20/02/1999) 03 14 22 46 60
0518 (23/02/1999) 06 22 28 45 71
0519 (25/02/1999) 03 36 40 52 76
0520 (27/02/1999) 04 12 28 30 43
0521 (02/03/1999) 26 52 72 74 79
0522 (04/03/1999) 01 02 03 27 65
0523 (06/03/1999) 09 52 59 62 80
0524 (09/03/1999) 03 05 16 32 38
0525 (11/03/1999) 16 38 58 64 72
0526 (13/03/1999) 07 08 36 57 67
0527 (16/03/1999) 02 25 44 45 65
0528 (18/03/1999) 01 09 50 61 79
0529 (20/03/1999) 07 10 26 35 36
0530 (23/03/1999) 07 24 26 28 72
0531 (25/03/1999) 11 35 56 63 77
0532 (27/03/1999) 22 25 30 57 63
0533 (30/03/1999) 05 13 39 47 63
0534 (03/04/1999) 07 43 53 59 72
0535 (06/04/1999) 03 23 51 73 74
0536 (08/04/1999) 03 09 48 59 79
0537 (10/04/1999) 04 22 49 53 64
0538 (13/04/1999) 25 29 34 59 66
0539 (15/04/1999) 19 42 63 75 78
0540 (17/04/1999) 04 08 15 20 32
0541 (20/04/1999) 06 13 18 21 80
0542 (24/04/1999) 25 33 40 54 71
0543 (27/04/1999) 07 19 36 43 74
0544 (29/04/1999) 09 40 47 48 53
0545 (01/05/1999) 06 20 44 48 76
0546 (04/05/1999) 01 32 45 52 72
0547 (06/05/1999) 02 16 27 30 56
0548 (08/05/1999) 14 20 46 49 80
0549 (11/05/1999) 19 33 50 53 70
0550 (13/05/1999) 12 28 51 53 67
0551 (15/05/1999) 14 35 37 57 65
0552 (18/05/1999) 08 15 16 44 56
0553 (20/05/1999) 12 16 27 28 78
0554 (22/05/1999) 04 09 20 35 80
0555 (25/05/1999) 19 30 47 54 55
0556 (27/05/1999) 15 46 55 59 69
0557 (29/05/1999) 10 36 48 71 77
0558 (01/06/1999) 27 45 46 61 75
0559 (05/06/1999) 06 07 39 41 62
0560 (08/06/1999) 17 22 39 58 75
0561 (10/06/1999) 03 17 21 25 39
0562 (12/06/1999) 15 30 43 56 58
0563 (15/06/1999) 46 57 62 76 80
0564 (17/06/1999) 07 31 42 46 56
0565 (19/06/1999) 37 40 51 64 74
0566 (22/06/1999) 07 21 23 29 52
0567 (24/06/1999) 03 29 65 69 79
0568 (26/06/1999) 13 15 48 49 80
0569 (29/06/1999) 35 49 56 75 76
0570 (01/07/1999) 03 20 40 57 60
0571 (03/07/1999) 19 22 35 44 45
0572 (06/07/1999) 01 05 14 24 25
0573 (08/07/1999) 10 25 31 32 54
0574 (10/07/1999) 12 19 44 68 75
0575 (13/07/1999) 03 16 36 55 62
0576 (15/07/1999) 18 28 45 52 59
0577 (17/07/1999) 05 06 17 23 45
0578 (20/07/1999) 07 11 34 47 74
0579 (22/07/1999) 05 23 47 50 61
0580 (24/07/1999) 04 17 18 27 56
0581 (27/07/1999) 21 30 54 66 72
0582 (29/07/1999) 11 16 23 32 59
0583 (31/07/1999) 10 35 39 57 70
0584 (03/08/1999) 09 18 20 53 70
0585 (05/08/1999) 07 10 29 37 63
0586 (07/08/1999) 12 19 22 31 42
0587 (10/08/1999) 05 44 59 74 79
0588 (12/08/1999) 06 33 49 74 75
0589 (14/08/1999) 15 20 28 31 53
0590 (17/08/1999) 18 22 30 47 52
0591 (19/08/1999) 14 20 28 43 48
0592 (21/08/1999) 10 17 34 51 63
0593 (24/08/1999) 09 14 32 41 79
0594 (26/08/1999) 08 14 33 37 73
0595 (28/08/1999) 08 23 32 40 44
0596 (31/08/1999) 03 17 29 61 75
0597 (02/09/1999) 24 33 41 69 74
0598 (04/09/1999) 13 18 39 65 71
0599 (09/09/1999) 22 32 37 47 51
0600 (11/09/1999) 16 34 41 51 54
0601 (14/09/1999) 09 38 52 62 78
0602 (16/09/1999) 01 22 33 42 52
0603 (18/09/1999) 21 25 33 37 55
0604 (21/09/1999) 07 23 46 63 67
0605 (23/09/1999) 19 32 37 44 69
0606 (25/09/1999) 02 23 40 43 66
0607 (28/09/1999) 01 21 33 46 76
0608 (30/09/1999) 12 32 38 64 79
0609 (02/10/1999) 28 49 58 63 76
0610 (05/10/1999) 25 49 70 76 78
0611 (07/10/1999) 04 31 38 47 78
0612 (09/10/1999) 22 23 26 45 63
0613 (14/10/1999) 01 21 28 70 79
0614 (16/10/1999) 16 22 42 51 57
0615 (19/10/1999) 01 11 23 53 67
0616 (21/10/1999) 07 17 40 58 73
0617 (23/10/1999) 08 10 11 14 50
0618 (26/10/1999) 35 49 54 64 68
0619 (28/10/1999) 01 11 25 33 79
0620 (30/10/1999) 10 17 18 24 40
0621 (04/11/1999) 09 25 33 53 68
0622 (06/11/1999) 01 17 34 40 46
0623 (09/11/1999) 26 33 44 50 79
0624 (11/11/1999) 44 45 46 49 67
0625 (13/11/1999) 13 32 42 59 69
0626 (18/11/1999) 07 33 38 58 76
0627 (20/11/1999) 31 44 49 70 80
0628 (23/11/1999) 46 52 56 60 65
0629 (25/11/1999) 26 34 42 64 78
0630 (27/11/1999) 07 45 56 59 61
0631 (30/11/1999) 29 53 58 61 68
0632 (02/12/1999) 17 20 21 42 48
0633 (04/12/1999) 08 20 59 61 66
0634 (07/12/1999) 34 50 60 71 73
0635 (09/12/1999) 01 25 36 50 62
0636 (11/12/1999) 11 32 40 43 57
